,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,VADER score
1131,13/09/2019 19:38,58,102,"Iron ore gets the headlines but tourism makes the jobs - and Chinese visitor arrivals have been flat for two years. (Fortunately, foreign women in their 20s and 50s still love us) https:// thenewdaily.com.au/money/finance- news/2019/09/13/china-tourism-numbers-australia/ …",,,,"1,17264E+18",https://twitter.com/MichaelPascoe01/status/1172640824384872448,0.7783
1132,13/09/2019 14:06,0,1,"In der Obersteiermark läuft noch bis Sonntag die internationale Rotkreuz-Übung „ Ironore 2019. Knapp 400 Einsatzkräfte aus ganz Europa üben die Hilfe nach einem Erdbeben. https://www. heute.at/s/osterreich-e isenerz-in-der-steiermark-wird-der-ernstfall-vom-roten-kreuz-geprobt-58832497?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1568392199 …""",,,#Echobox,"1,17256E+18",https://twitter.com/Heute_at/status/1172557187660558340,-0.8316
1133,12/09/2019 09:28,259,393,Why no raw materials? Because there is no rail to take iron ore from Itakpe to Ajaokuta. Why no railway from Itakpe to Ajaokuta? Because NIOMCO in Itakpe is moribund and not functional thus cannot convert Itakpe iron ore to high grade ore for the furnace in Ajaokuta.,,,,"1,17212E+18",https://twitter.com/FinPlanKaluAja1/status/1172124920689487873,-0.7149
1134,12/09/2019 09:23,259,399,"3. Railway: 15m tonnes of iron ore cannot be moved by road, as it will destroy the roads, thus a railway was to be built from Itakpe to Ajaokuta to take iron ore from the beneficiation plan in Itakpe to the Ajaokuta. Rail link not working today",,,,"1,17212E+18",https://twitter.com/FinPlanKaluAja1/status/1172123541564583936,-0.4767
1135,12/09/2019 05:00,1,3,Vier Tage lang ist die Stadt Eisenerz Schauplatz für die große Bundesübung des Roten Kreuzes „ Ironore 2019“ #ironore2019 http:// bit.ly/2Lq1bYy,,,#ironore2019,"1,17206E+18",https://twitter.com/kleinezeitung/status/1172057371310350336,-0.8316
1136,11/09/2019 12:49,5,17,"Die @PolizeiStmk nimmt an der Katastrophenschutzübung „ Ironore 2019 teil. Informationen zur Übung gibt es auf http:// Henri.FM . 23 Personen gestalten 80 h Live-Programm. Einschalten lohnt sich! Ab 6:00 Uhr startet der Sender. http://www. ironore.eu Adobe Stock pic.twitter.com/ohsLRX95wC""",,@PolizeiStmk,,"1,17181E+18",https://twitter.com/BMI_OE/status/1171812981056987136,-0.636
1137,10/09/2019 05:45,97,83,"43,000 hectares of protected indigenous land and prime elephant habitat on the chopping block for iron ore in Jharkhand's Saranda forests reports @ikukreti . CM @dasraghubar bats to protect mining interests. What will @PrakashJavdekar #COP14 chair choose? https://www. downtoearth.org.in/news/mining/ce ntre-may-open-43-000-ha-of-jharkhand-s-saranda-forest-for-mining-66569?fbclid=IwAR1Jch4lGq45fQ-LALzvSymddTDijSXmLB6Et9y5uTXCsZ2L-DjaIyChoYo …",,@ikukreti @dasraghubar @PrakashJavdekar,#COP14,"1,17134E+18",https://twitter.com/aruna_sekhar/status/1171343816940343298,0.6072
1139,09/09/2019 10:01,48,64,"BJP's Reddy empire between 2007 - 2010, 29.8 million tonnes of illegal iron ore valued at Rs 12,228 crore was sent to eight ports on both coasts of country from Karnataka. Abt 12.7 million tonnes of illegal iron ore was also exported to China, Brazil & Singapore #BJPMiningGhotala",,,#BJPMiningGhotala,"1,17105E+18",https://twitter.com/DrJwalaG/status/1171045929169743873,-0.6486
1140,07/09/2019 20:36,21,52,So it appears we are going to get a truckload of surplus gloating from Frydenberg based on an iron ore mine disaster in Brazil upping the price i.e nothing to do with their policies or actions... #insiders,,,#insiders,"1,17048E+18",https://twitter.com/antfarmer/status/1170481086234644480,-0.6249
1141,07/09/2019 14:50,21,73,Kudremukh Iron Ore Company ಗೆ ಹಿಂದಿ ಬಳಸಿದ್ದಕ್ಕೆ Award ಕೊಟ್ಟಿದ್ದಾರೆ ಪ್ರೆಂಡ್ಸ್...ಹೇಗಿದ್ದೀರಾ? ಪಾಲ್ಟಿ ಯಾವಾಗಾ? ಪಾಲ್ಟಿ? pic.twitter.com/WoolHiUFwM,,,,"1,17039E+18",https://twitter.com/ajavgal/status/1170394026777829376,0.6174
1142,07/09/2019 13:00,163,236,"Companies which have invested thousands of crores in steel plants & have created employment in thousands should be given preference in iron ore auction,” our Chairman @MPNaveenJindal urges #Odisha Government. http:// orissadiary.com/jspl-chief-nav een-jindal-meets-chief-secretary-secretaries-state-government-odisha/ …""",,@MPNaveenJindal,#Odisha,"1,17037E+18",https://twitter.com/JSPLCorporate/status/1170366264411189248,0.25
1143,07/09/2019 05:08,16,36,"This golden sauna commemorates with the people of Kiruna after decades of iron ore mining, which caused them to relocate. https://www. dezeen.com/2017/05/10/egg -shaped-gold-solar-sauna-bigert-bergstrom-kiruna-sweden/ …",,,,"1,17025E+18",https://twitter.com/dezeen/status/1170247333231173632,0.0
1144,06/09/2019 11:08,25,31,"The effects of the 2008 Beijing Olympics are still evident in Goa. The rush to export iron ore from Goa to satiate China’s building frenzy in the run up to the games and after degraded large swaths of what was once good tree canopy cover."" https://www. downtoearth.org.in/news/mining/de sertification-in-india-mining-monstrous-for-goa-but-urbanisation-digs-a-bigger-hole-66544 …""",,,,"1,16998E+18",https://twitter.com/GhoshAmitav/status/1169975700788563968,-0.296
1145,06/09/2019 06:44,19,41,This helps explain the rise and fall of iron ore . Huge ramp up in recent years as China increased public spending. Need to know? Follow Australia. Chart via ⁦ @SoberLook ⁩ pic.twitter.com/1BBWIdZn8O,,@SoberLook,,"1,16991E+18",https://twitter.com/DiMartinoBooth/status/1169909291542695936,0.7184
1146,06/09/2019 04:34,22,22,"Committee of Secretaries suggests amendment to definition of “illegal mining” in mining act, seeks to save @CoalIndiaHQ from a liability of Rs 53,000 crore after #Odisha iron ore miners paying Rs 19,000 core http://www. ecoti.in/WJBDyZ via @economictimes",,@CoalIndiaHQ @economictimes,#Odisha,"1,16988E+18",https://twitter.com/meeramohanty/status/1169876555125805057,0.34
1147,05/09/2019 07:45,16,43,A surplus on the volatile iron ore is all Aust has at present. Nothing else to hold off a recession. https:// twitter.com/JohnSaunders88 8/status/1169559121688809472 …,,,,"1,16956E+18",https://twitter.com/ShiannonC/status/1169562158322991104,-0.4215
1148,04/09/2019 11:41,20,27,"⁦ @PeteStauber ⁩ and Congressman Jack Bergman are on their way to the Soo Locks. They’re on board the Roger Blough, along with iron ore that will be made into steel. #shipping#mining pic.twitter.com/mr3kcMB6zx",,@PeteStauber,#shipping #mining,"1,16926E+18",https://twitter.com/ReneePassal/status/1169259274788331520,0.0
1149,04/09/2019 07:43,35,106,"Nigeria is Africa's largest economy, largest oil, cement producer. Has Africa's largest gas reserves, 2nd largest iron ore , coal reserves, largest rice mill, 3rd largest foreign reserves, 2nd biggest banking sector. No. 3 investment destination. We are a powerhouse in Africa.",,,,"1,1692E+18",https://twitter.com/IsimaOdeh/status/1169199400410918912,-0.296
1150,03/09/2019 08:54,31,53,"Mining is the strongest performer in the 2nd quarter. Main contributors to the 3.1% positive growth in the sector include iron ore , manganese & coal. Mining is about a number of minerals that we must protect & position ourselves to play our role in the economy. #StatsSA @DMR_SA pic.twitter.com/aZ5xo6ZnfG",,@DMR_SA,#StatsSA,"1,16885E+18",https://twitter.com/GwedeMantashe1/status/1168854693742858240,0.9246
1151,02/09/2019 16:19,113,108,"Why is the US suddenly interested in Greenland, and so as Russia and China? Because of its strategic value and widely believed natural resources, including zinc, lead, gold, iron ore , heavy and light rare earth elements, copper and oil. https://www. thelocal.dk/20190817/why-d oes-the-us-suddenly-care-about-greenland …",,,,"1,1686E+18",https://twitter.com/RN_JB7/status/1168604268649177089,0.765
1152,02/09/2019 11:41,906,5497,"As the granddaughter of an iron ore miner and the daughter of a union teacher and a union newspaperman, I know that our workers and our unions are the backbone of this nation. On this Labor Day, let’s make sure the next President stands up for American workers.",,,,"1,16853E+18",https://twitter.com/amyklobuchar/status/1168534293154586624,0.3182
1153,02/09/2019 07:57,22,145,"“Whatever you do, do your work heartily, as for the Lord...” (Col 3:23) It’s Monday, and most of you are heading to work somewhere. I’ve already told you where I work (as a truck driver for an iron ore mine), so tell me what you do for a living.",,,,"1,16848E+18",https://twitter.com/KarlKohlhase/status/1168477941162041345,0.0
1154,02/09/2019 00:43,28,80,"#China ’s #IronOre futures rebounding for 2nd straight day, surging 5.6% for now pic.twitter.com/S9DWSe9CEH",,,#China #IronOre,"1,16837E+18",https://twitter.com/YuanTalks/status/1168368743887409155,0.2263
1155,01/09/2019 23:53,9,29,"DCE Iron Ore +5.55% to 628 Yuan, another 2 Yuan rally will be limit up (+6%) !!",,,,"1,16836E+18",https://twitter.com/simonting/status/1168356187823198208,0.0
1156,30/08/2019 16:47,12,33,"#OnThisDay 1984. Nearly 100 South Wales miners took over three cranes, perched 120 ft above the harbour at Port Talbot steelworks. The cranes are used to unload coal and iron ore ships and the occupation halts supplies to the Llanwern and Port Talbot steelworks.",,,#OnThisDay,"1,16752E+18",https://twitter.com/Miners_Strike/status/1167524219212697602,0.0
1157,30/08/2019 07:18,40,198,"Found the base of the 13th century shaft furnace today with @SMLarchaeology . Used for smelting iron ore , it would orginally have looked something like this (second image via https://www. haraldthesmith.com/iron-smelting- part-iv-furnace-design/ … ) pic.twitter.com/OROmUpqy6z",,@SMLarchaeology,,"1,16738E+18",https://twitter.com/irarchaeology/status/1167381108989845505,0.3612
1158,30/08/2019 03:20,38,74,"#OnThisDay 1984. Striking miners from four pits in the Gwent Valley, South Wales, seized a transporter bridge at Newport. The miners attempted to block supplies of iron ore and coal to British Steel’s strip mill at Llanwern by blocking the movement of ships.",,,#OnThisDay,"1,16732E+18",https://twitter.com/Miners_Strike/status/1167321062444433408,-0.6705
1159,29/08/2019 14:27,77,1097,"Guess where Sweden was during WWII when we were fighting literal fascism? Selling iron ore to Germany, who were completely dependent on it. So there goes that narrative.",,,,"1,16713E+18",https://twitter.com/CalebJHull/status/1167126540599144448,-0.3612
1160,29/08/2019 14:22,47,433,"Fun fact: Germany was heavily dependent on Sweden's iron ore during WWII while we were trying to defeat the literal Nazis. So tell me more about fighting fascism""""",,,,"1,16713E+18",https://twitter.com/CalebJHull/status/1167125338499014657,-0.3566
1161,27/08/2019 09:39,20,36,"...cont'd. But Gilgit + Baltistan (PoK) and Balochistan (wants to separate) are significant for Pakistan. Balochistan is 44% of Pakistan's land mass. It supplies vast quantity of Coal, Chromite, Barytes, Sulphur, Marble, Iron Ore , Quartzite, Limestone and more to Pakistan.",,,,"1,16633E+18",https://twitter.com/KiranKS/status/1166329317522956288,0.296
1163,27/08/2019 03:34,0,2,@KumovaTolga #ironore at Hammersley under $ WFE.AX @BH_Prospecting @RioTinto @FortescueNews https:// twitter.com/FortuneFinder7 /status/1115516226728484864 … pic.twitter.com/Gbqffschi9,,@KumovaTolga @BH_Prospecting @RioTinto @FortescueNews,#ironore,"1,16624E+18",https://twitter.com/CorbeauxInvest/status/1166237568096059392,0.0
1164,27/08/2019 02:57,21,100,Tonight. The lives of Don Dunstan And with Shapiro in Australia we’ll discuss Trump’s meteorological madness - his plans to nuke hurricanes. (Which recalls Lang Hancock’s plan to use A Bombs to create deep water ports in WA to facilitate his iron ore exports,,,,"1,16623E+18",https://twitter.com/PhillipAdams_1/status/1166228129938989056,-0.2023
1165,27/08/2019 00:31,106,136,The Ballari iron ore mining scandal continues: I was offered Rs 40 crore to bail out mining baron Gali: Ex-CBI judge http:// toi.in/cyYvXZ/a24gk via @timesofindia,,@timesofindia,,"1,16619E+18",https://twitter.com/paranjoygt/status/1166191520992464896,-0.4404
1166,26/08/2019 13:57,23,39,"In 2011, coal exports were Australia’s second-largest source of export income, after iron ore exports.[19] In 2011, coal exports were worth A$47 billion Australian dollars, or US$47.8 billion"". That's more than Nigeria makes from crude oil exports.""",,,,"1,16603E+18",https://twitter.com/cchukudebelu/status/1166032026744565763,-0.4215
1167,26/08/2019 12:42,11,79,"Kiruna with its iron ore mine, in Swedish Lapland. pic.twitter.com/LeUj0ghuWH",,,,"1,16601E+18",https://twitter.com/YesSweden/status/1166013164976246787,0.0
1168,26/08/2019 09:30,9,168,Fortescue e uma produtora de Iron Ore australiana. Anunciou lucro recorde e dividendos extraordinários. Está caindo 5% e negocia a 4.5x PE. Essas são as opções de investidores globais em relação a Vale por exemplo. Não adianta querer achar que eles estão julgando o Brasil,,,,"1,16596E+18",https://twitter.com/PedroCerize/status/1165964841905020928,0.0
1169,26/08/2019 04:20,31,43,"@Albo and @SenatorWong In developing strategy take note. @ScottMorrisonMP has not been and I understand will not be invited to China. Further, exports of Australian iron ore will soon be stockpiling in Chinese ports, unsold. The @JoshFrydenberg surplus is being challenged.",,@Albo @SenatorWong @ScottMorrisonMP @JoshFrydenberg,,"1,16589E+18",https://twitter.com/JohnSaunders888/status/1165886686896672768,-0.1027
1170,26/08/2019 03:15,21,50,Copper looks ugly. Brent looks towy. And iron ore has apparently dropped again.Our large miners - BHP Glencore Anglo S32 Kumba - and Sasol - will probably all get a nasty klap this morning. But the longer term pictures are worrying me even more.,,,,"1,16587E+18",https://twitter.com/Richards_Karin/status/1165870461227622400,-0.7615
1171,25/08/2019 06:40,71,322,Geologist Pramatha Nath Bose ( Born In 1855 ) Discovered Iron Ore Deposits In The Hills of Gorumahisani In The State of Mayurbhanj. In 1904 P N Bose Wrote a Letter to Jamsetji Tata Which Led to Establishment of Tata Iron and Steel Company at Sakchi (Now Jamshedpur ) pic.twitter.com/dB8VLhTJxt,,,,"1,16556E+18",https://twitter.com/IndiaHistorypic/status/1165559541980790789,0.0
1172,25/08/2019 01:30,270,796,Everything has its limit - iron ore cannot be educated into gold.,,,,"1,16548E+18",https://twitter.com/segalink/status/1165481469973848067,0.0
1173,23/08/2019 06:13,99,107,"#CNBCTV18Exclusive Watch our MD V R Sharma, who was on @CNBCTV18Live earlier today to discuss about Angul ramps up, iron ore availabilities, our debt reduction plans and many more important issues. pic.twitter.com/2LMtj4AqcK",,@CNBCTV18Live,#CNBCTV18Exclusive,"1,16483E+18",https://twitter.com/JSPLCorporate/status/1164828111592026113,-0.1045
1174,22/08/2019 07:12,37,68,"Further signs of slowdown: Iron ore prices slumped to their lowest levels since March, part of a wider 30% slump this month (FT) Copper futures fell in New York for four of the past five months. Aluminium weakness signals persistent overcapacity. pic.twitter.com/5CTXLGUdX1",,,,"1,16448E+18",https://twitter.com/dlacalle_IA/status/1164480566353420288,-0.6597
1175,22/08/2019 03:51,12,26,"Don't let Venture Minerals play dice with takayna /Tarkine. In a move that smacks more of manipulating permits, Venture Minerals has announced decision to commence mining at Riley Creek despite three straight weeks of plummetting iron ore prices. http:// bobbrown.org.au/mr_220819 #politas",,,#politas,"1,16443E+18",https://twitter.com/BobBrownFndn/status/1164429921411883008,-0.2604
