,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
7,Investingcom,2019-08-31 12:06,10,13,"Right now, discouraging economic data and negative indicators seem to be coming from everywhere. However, amidst all of this depressing news, the U.S. oil market is a bright spot. Here's why: https:// invst.ly/by1q5 #OOTT @EnergzdEconomy #Oil pic.twitter.com/BQpSXzuNch",,@EnergzdEconomy,#OOTT #Oil,1167815830215811072,https://twitter.com/Investingcom/status/1167815830215811072
8,Investingcom,2019-08-28 10:44,11,8,"Conservative oil traders should stay out of this one, until the trend confirms that supply continues to outpace demand, with prices below the $53 Aug. 26 low."" What's you move? For strategies & analysis click here: https:// invst.ly/bxprt #ChartOfTheDay #TradingStrategy #oil pic.twitter.com/vVPPnScCRH""",,,#ChartOfTheDay #TradingStrategy #oil,1166708040814485510,https://twitter.com/Investingcom/status/1166708040814485510
9,Investingcom,2019-08-27 08:03,6,16,U.S. futures point lower U.S. consumer confidence expected to drop Oil rises as Iran backs away from talks For more news and to see and click the link below... https://www. investing.com/news/economy/t op-5-things-to-know-in-the-market-on-tuesday-1964081 …,,,,1166305143366795265,https://twitter.com/Investingcom/status/1166305143366795265
10,Investingcom,2019-08-23 05:32,10,9,"In a volatile energy market, it doesn’t take much for the oil majors to lose their shine. So who are you backing?... Don't know? This should help make up your mind... https:// invst.ly/bu2rd $ XOM $ CVX #Oil pic.twitter.com/PxmYVmrJaG",,,#Oil,1164817570609811458,https://twitter.com/Investingcom/status/1164817570609811458
11,Investingcom,2019-08-19 10:27,6,8,"Conservative traders would wait for a close below the December low of $42.36 to extend the downtrend."" But what's your move going to be? Click here for analysis and trading strategies: https:// invst.ly/bsyv4 #ChartOfTheDay #COTD #TradingStrategy #oil #OOTT pic.twitter.com/rJKvJX6By3""",,,#ChartOfTheDay #COTD #TradingStrategy #oil #OOTT,1163442278746210305,https://twitter.com/Investingcom/status/1163442278746210305
12,Investingcom,2019-08-19 08:50,4,4,Will the Fed lend a helping hand to commodity markets this week? Or will it kick oil and gold prices down the alley? Here's what you need to know... https:// invst.ly/bsspp #Commodities #JacksonHole #Oil #Gold @barani_krishnan pic.twitter.com/xg93kAE8pe,,@barani_krishnan,#Commodities #JacksonHole #Oil #Gold,1163417852151513088,https://twitter.com/Investingcom/status/1163417852151513088
13,Investingcom,2019-08-19 07:44,11,15,U.S.-China trade talks ‘positive’ Apple talk to Trump over tariffs Oil rises after attack on Saudi oilfield For more news and to see and click the link below... https://www. investing.com/news/forex-new s/top-5-things-to-know-in-the-market-on-monday-1958041 …,,,,1163401234956587009,https://twitter.com/Investingcom/status/1163401234956587009
14,Investingcom,2019-08-14 07:32,8,17,Recession fears weighing on market sentiment Oil drops on unexpected inventory build Bonds yields point to recession For more news and to see and click the link below... https://www. investing.com/news/economy/t op-5-things-to-know-in-the-market-on-wednesday-1954601 …,,,,1161586276115632128,https://twitter.com/Investingcom/status/1161586276115632128
15,Investingcom,2019-08-14 05:52,5,8,"Crude traders, fasten your seat belts: This market might be in for one heck of a ride. Oil prices are experiencing some of their greatest volatility ever as the U.S.-China trade war yanks crude around like a yo-yo... https:// invst.ly/bqul8 @barani_krishnan #oil #crude #OOTT pic.twitter.com/bsXpL1ghRW",,@barani_krishnan,#oil #crude #OOTT,1161561237928288256,https://twitter.com/Investingcom/status/1161561237928288256
16,Investingcom,2019-09-15 10:02,14,24,"#AnotherWeekAnotherShekel Our Senior Analyst @JesseCohenInv gives us his 5 things to watch in the markets this week, including: - Fed Meeting - Saudi Oil News - U.S.-China Trade Headlines - $ FDX #Earnings - U.S. Housing Data $ DIA $ SPY $ SPX $ ES_F $ QQQ $ IWM $ VIX $ CL_F #OOTT pic.twitter.com/CWRXQ3eJrK",,@JesseCohenInv,#AnotherWeekAnotherShekel #Earnings #OOTT,1173220598346067968,https://twitter.com/Investingcom/status/1173220598346067968
0,HenriVakevainen,2019-09-22 16:21,0,1,"Predictions Sept 23-27, 2019 ”US Markets Double-Top formation means we are getting ready for a bigger movement in the upcoming weeks?” S&P 500 futures 1. Sideways movement between 2980-3025 $ Bitcoin/USD Bitfinex 1. Down to 9700 $ Crude Oil 1. Up to 60 $",,,,1175852556410638336,https://twitter.com/HenriVakevainen/status/1175852556410638336
1,elvisaghatise1,2019-09-22 09:27,18,49,"SO THE BIGGEST AFRICAN EXPORT AFTER CRUDE OIL ,DAVIDO IS GOING TO HAVE A SCENE IN #ComingToAmerica2 ...what else do you want to say again DAVIDO HAS GONE TO FAR ,THEY BETTER CATCH UP oh..get ready for A GOOD TIME ALBUM",,,#ComingToAmerica2,1175748570718384128,https://twitter.com/elvisaghatise1/status/1175748570718384128
2,carolinekere,2019-09-21 11:19,0,1,"Reading up on the Illemi Triangle, named after Anuak chief Ilemi Akwon, I think it belongs to South Sudan, I’m told the community that live there are called the Nyangathom ( never heard of them in Kenya). We should be more concerned about our Crude oil ship to Malaysia. Ilifika? pic.twitter.com/PcqzGqNMPj",,,,1175414152317288448,https://twitter.com/carolinekere/status/1175414152317288448
3,murtazaomv,2019-09-21 09:28,0,0,Just for your information during February 2016 crude oil price was 29$ to 32$ and price going up to 71$ to 64$ pic.twitter.com/SdQ7AoMp7Z,,,,1175386395189415936,https://twitter.com/murtazaomv/status/1175386395189415936
4,charliebilello,2019-09-20 19:09,75,140,"Wall Street Week... 1. S&P 500 TR hit a new all-time high, +21% YTD. 2. Housing Starts hit their highest level since 2007. 3. Crude Oil spiked 14.7% on Monday, the 3rd largest 1-day rise ever, but finished week up only 6%. 4. Fed cut rates for 2nd straight meeting to 1.75%-2.00%. pic.twitter.com/mwixmD5L5y",,,,1175170201987571712,https://twitter.com/charliebilello/status/1175170201987571712
5,barnix2016,2019-09-17 04:23,0,0,CL ( Crude Oil ) Up pic.twitter.com/HDL5t6fng3,,,,1173860015511416832,https://twitter.com/barnix2016/status/1173860015511416832
6,nikhilmrg,2019-09-17 00:55,0,1,"Trade 17th Sep'19 Tue Profit Rs 189. Achieved my target profit within 7 minutes of market open. Simple strategy, Crude Oil price up by 15%, thus short the oil stock. Will not touch trading terminal for today. pic.twitter.com/vSQWJPlfWw",,,,1173807608387387392,https://twitter.com/nikhilmrg/status/1173807608387387392
7,Lina_Fonfina,2019-09-16 16:38,0,5,Oil&Gas industry +10% gainers I saw a lot of people contemplating shorting crude oil on Saturday! Big mistake. As supply decreases > demand increases > price goes up ; basic rule of supply & demand! Stick to basic rules & don’t get easily swayed by people’s opinions on Twitter pic.twitter.com/zBJsQqNFPD,,,,1173682712013443074,https://twitter.com/Lina_Fonfina/status/1173682712013443074
8,speedlight,2019-09-16 14:42,0,1,"Starker Anstieg im Moment der Ölpreise. Ohh jeee Brent crude oil spikes the most in history after Saudi attacks, last up 14% Beide Sorten Brent und Crude rund 15% oder ca 9 US$ https://www. cnbc.com/quotes/?symbol =@LCO.1 …",,@LCO,,1173653359657721856,https://twitter.com/speedlight/status/1173653359657721856
9,citizenmike09,2019-09-16 14:08,0,0,Crude Oil up 10%? Who'd want that?... #IndictTrump pic.twitter.com/QDPSFT9S7z,,,#IndictTrump,1173644912568524800,https://twitter.com/citizenmike09/status/1173644912568524800
10,CapeTalk,2019-09-16 14:08,0,1,[LISTEN] #TheMoneyShow https:// buff.ly/304jdZ6,,,#TheMoneyShow,1173644719949307910,https://twitter.com/CapeTalk/status/1173644719949307910
11,7LongGame,2019-09-16 09:49,1,0,"RT  Crude Oil up almost 10% today, on pace for largest 1-day spike since Feb 2016. Top 25 all-time... $ WTIC pic.twitter.com/ENvnhU0g5U """"",,,,1173579738985771008,https://twitter.com/7LongGame/status/1173579738985771008
12,JimSmith904,2019-09-16 09:46,0,0,my oil % profit after a bunch of trades only up 144! too much risk for me today so far in crude oil pic.twitter.com/uewBdpehmV,,,,1173578838611308545,https://twitter.com/JimSmith904/status/1173578838611308545
13,ssmathur33,2019-09-16 02:06,0,0,Crude oil up by Rs.355.V bad for 5% economy. pic.twitter.com/duIk7w9275,,,,1173463141390225408,https://twitter.com/ssmathur33/status/1173463141390225408
14,IikkaKorhonen,2019-09-15 23:47,14,27,Crude oil up 10%. Whoa. pic.twitter.com/shdhoqvEfB,,,,1173428236174467072,https://twitter.com/IikkaKorhonen/status/1173428236174467072
15,NicholasVoise,2019-09-15 23:30,0,0,#Crudeoil : 1H : Short for now. Either count leads to at least a wave down for 2/4 and a wave up for 3/5. pic.twitter.com/jtNrEZjlRm,,,#Crudeoil,1173423759228899328,https://twitter.com/NicholasVoise/status/1173423759228899328
16,YuanTalks,2019-09-15 22:21,23,51,#China ’s #CrudeOil futures limit up pic.twitter.com/GdnrjnnXEc,,,#China #CrudeOil,1173406597114023936,https://twitter.com/YuanTalks/status/1173406597114023936
17,StratSentinel,2019-09-15 19:27,70,77,Brent crude oil up more than 17% after #SaudiArabia oil field attack https:// twitter.com/CNBCnow/status /1173357170697617408 …,,,#SaudiArabia,1173362739605061632,https://twitter.com/StratSentinel/status/1173362739605061632
18,faisalislam,2019-09-15 19:08,243,370,Brent crude oil prices up more than $10 a barrel - about a fifth - after markets opening for first time since drone attack knocked out vast swathe of Saudi refining capacity... that is an extraordinary jump.,,,,1173358009608744961,https://twitter.com/faisalislam/status/1173358009608744961
19,elwalvador,2019-09-15 19:03,0,0,Crude Oil futures open up 15% Exploding higher. pic.twitter.com/NHWCrhNNkT,,,,1173356781424316416,https://twitter.com/elwalvador/status/1173356781424316416
20,JackDamn,2019-09-23 20:09,0,3,"Equity futures kick off the Monday night session slightly positive, but quiet. Crude Oil is down a skosh, Gold is flat to slightly negative, and Bitcoin down just over -3% on the day as ICE fires up their $ BTC futures contracts. $ SPY $ GLD $ BTC etc. pic.twitter.com/ZhV7mrGqDp",,,,1176272414403125248,https://twitter.com/JackDamn/status/1176272414403125248
21,vaidehisachin,2019-09-23 06:05,4,15,"When Petrol prices go up people should not use their private Cars then demand will go down...if people have no problem spending, it will go on rising.. When demand is low India will stop importing at the high crude oil pricing..In India for 1.3 Crore people we have 3 crore cars",,,,1176059915997073418,https://twitter.com/vaidehisachin/status/1176059915997073418
22,ETCommodities,2019-09-23 05:05,0,0,Crude oil futures up on global cues https:// ift.tt/2Qp81SM,,,,1176044954579329025,https://twitter.com/ETCommodities/status/1176044954579329025
23,TTom_Wood,2019-09-23 03:36,0,0,"Because of 2 things that pretty much run the world Money and Crude Oil . With out those the world doesn't work. And in all fairness, would you give something to someone who backed you up and helped you or the person who beat you up ?",,,,1176022587777912832,https://twitter.com/TTom_Wood/status/1176022587777912832
24,7LongGame,2019-09-21 04:03,2,3,"RT Wall Street Week... 1. S&P 500 TR hit a new all-time high, +21% YTD. 2. Housing Starts hit their highest level since 2007. 3. Crude Oil spiked 14.7% on Monday, the 3rd largest 1-day rise ever, but finished week up only 6%. 4. Fed cut rates for 2n… pic.twitter.com/bZQndrXVz6 """"",,,,1175304545481691136,https://twitter.com/7LongGame/status/1175304545481691136
25,ETMarkets,2019-09-19 05:59,1,2,Crude oil futures up on spot demand #CommodityNews #Outlook https:// ift.tt/32Pb5IZ,,,#CommodityNews #Outlook,1174608909857886209,https://twitter.com/ETMarkets/status/1174608909857886209
26,TradingGods_net,2019-09-17 14:01,0,0,Crude Oil Up Nearly 15% Yesterday - http:// tradinggods.net/trading-gods-b log/crude-oil-nearly-15-yesterday/ … pic.twitter.com/czZy8UllDA,,,,1174005475353845761,https://twitter.com/TradingGods_net/status/1174005475353845761
27,DV99999,2019-09-17 07:00,1,2,Crude Oil Prices Biggest jump in oil prices in 28 years Every $1 rise in crude oil prices increases India's import bill by about $1.5 billion and every $10 rise hurts GDP growth by up to 0.4%. India imports over 80% of its crude oil . https:// m.economictimes.com/markets/stocks /news/a-bunch-of-indian-stocks-brace-for-hit-from-biggest-jump-in-oil-prices-in-28-years/articleshow/71146657.cms?utm_source=newsletter&utm_medium=email&utm_campaign=timestop10_daily_newsletter …,,,,1173899548776812545,https://twitter.com/DV99999/status/1173899548776812545
28,wealthytiffany,2019-09-17 03:06,0,0,"Crude Oil Prices Jump Along with Small-Cap Stocks Stocks showed mixed signals as oil prices spiked, with small caps up and large caps down. Investors are fighting risk with risk. http:// bit.ly/2LAkUoq pic.twitter.com/owSf8ArhbF",,,,1173840721725575168,https://twitter.com/wealthytiffany/status/1173840721725575168
29,StockBuddies,2019-09-16 21:50,0,0,Crude Oil still up after hours will the rally continue?,,,,1173761172534976513,https://twitter.com/StockBuddies/status/1173761172534976513
30,Radio702,2019-09-16 14:06,0,0,[LISTEN] #TheMoneyShow https:// buff.ly/304jdZ6,,,#TheMoneyShow,1173644222798401541,https://twitter.com/Radio702/status/1173644222798401541
31,BullBearTrading,2019-09-16 13:59,0,0,CRUDE OIL BREAKOUT WAS SET UP TECHNICALLY REGARDLESS OF NEWS https:// t.ly/qqj3J pic.twitter.com/bPr0YrckYD,,,,1173642658520035335,https://twitter.com/BullBearTrading/status/1173642658520035335
32,AlertsCurrency,2019-09-16 13:40,0,0,Crude Oil up 4.94% in the past day https:// currency.com/trading/platfo rm/charting?ids=45463744959567044&utm_source=price-alert-tw&utm_medium=45463744959567044 …,,,,1173637746952478720,https://twitter.com/AlertsCurrency/status/1173637746952478720
33,i_theindian,2019-09-16 05:13,11,18,Markets today after #NirmalaSitharaman announced mega stimulus packages over the weekend: BSE Sensex crashes 270 points #Nifty down by over 80 points INR vs US Dollar at Rs.71.44 With crude oil prices shooting up by nearly 9% picture abhi baki hai! #HowdyModi ? pic.twitter.com/fEdTuBqMm9,,,#NirmalaSitharaman #Nifty #HowdyModi,1173510204811464704,https://twitter.com/i_theindian/status/1173510204811464704
34,ramanp7138,2019-09-15 22:50,0,3,"Crude Oil up more than 10% now.... Ot can go past 70$..... Well Planned move by the Saudi before its IPO, very negative for India....",,,,1173413799379918848,https://twitter.com/ramanp7138/status/1173413799379918848
35,OilSheppard,2019-09-15 19:02,278,221,"Wow. Brent crude oil showing up almost 20% on open. From $60 to $71 a barrel in blink of an eye, following the attacks in Saudi Arabia this weekend #OOTT pic.twitter.com/as2rqFqwbC",,,#OOTT,1173356533868109825,https://twitter.com/OilSheppard/status/1173356533868109825
36,steady_ashegoes,2019-09-15 17:35,0,3,"#OOTT | Saudi facilities damage has taken 5.7 mbpd (~5% total daily crude oil production) out from supply. Monday should see oil up by 2-5$ (possibly more), as we approach the Asian opening. Retaliatory strikes will be planned and may boost prices further. pic.twitter.com/A5KVu9f5OJ",,,#OOTT,1173334434264825856,https://twitter.com/steady_ashegoes/status/1173334434264825856
37,mwalimu_dida,2019-08-27 03:58,478,1152,"Building our own oil refinery would cost us about Ksh 4 billion. Then we would be able to process our own crude oil without exporting. The BBI will consume twice the amount it requires to set up the refinery. The dams, NYS, etc had bigger budgets. We are actually able to develop.",,,,1166243536980848640,https://twitter.com/mwalimu_dida/status/1166243536980848640
